Domain,Rank,Category,Language,SLD,SLD Rank,SLD Category,SLD Language,DNS,HTTP,IP,IP Details,,,,
47fx.com,107804,,,47fx.com,107804,,,N,N,Y,199.59.243.105,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.107,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.106,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.109,Y,US,New York,40.7391/-73.9826
,,,,,,,,,,,199.59.243.108,Y,US,New York,40.7391/-73.9826
flcgil.it,107817,,,flcgil.it,107817,,,N,N,Y,109.168.127.246,Y,IT,None,42.8333/12.8333
intrafin.be,107825,,,intrafin.be,107825,,,N,N,Y,94.140.162.200,Y,BE,None,50.8333/4.0
www.streamingvideoprovider.com,,,,streamingvideoprovider.com,107848,,,N,N,Y,173.255.140.4,Y,US,Providence,41.6929/-111.8147
www.52poke.com,,,,52poke.com,107849,,,N,N,Y,106.186.19.24,Y,JP,None,35.69/139.69
csudh.edu,107991,,,csudh.edu,107991,,,N,N,Y,155.135.55.165,Y,US,Torrance,33.8338/-118.2924
englishforeveryone.org,107992,,,englishforeveryone.org,107992,,,N,Y,N,198.61.250.131,N,US,San Antonio,29.4889/-98.3987
sakura07.kir.jp,108015,,,kir.jp,37763,,,N,Y,N,203.142.193.230,N,JP,Kyoto,35.0214/135.7556
zfreez.com,108058,,,zfreez.com,108058,,,N,Y,N,46.105.18.32,N,FR,None,48.86/2.35
charity-commission.gov.uk,108074,,,charity-commission.gov.uk,108074,,,N,N,Y,5.172.152.197,Y,GB,None,51.5/-0.13
cdep.ro,108075,,,cdep.ro,108075,,,N,N,Y,193.226.121.8,Y,RO,None,46.0/25.0
prefettura.it,108089,,,prefettura.it,108089,,,N,N,Y,212.14.141.104,Y,IT,None,42.8333/12.8333
bizmeka.com,108129,,,bizmeka.com,108129,,,N,N,P,218.145.47.0,Y,KR,None,37.57/126.98
,,,,,,,,,,,220.73.178.247,N,KR,None,37.57/126.98
toofun.ir,108225,,,toofun.ir,108225,,,N,N,Y,176.10.37.81,Y,IS,None,65.0/-18.0
starhit.ru,108267,,,starhit.ru,108267,,,N,N,Y,212.46.228.41,Y,RU,None,60.0/100.0
beatrizolivar.com,108301,,,beatrizolivar.com,108301,,,N,N,Y,71.40.108.99,Y,US,New Braunfels,29.7044/-98.0742
paid2youtube.com,108323,,,paid2youtube.com,108323,,,Y,N,N,64.131.75.119,N,US,Reston,38.9311/-77.3489
www.tafreehmella.com,,,,tafreehmella.com,108383,,,N,N,Y,172.245.13.60,Y,US,Buffalo,42.9864/-78.7279
deals.de,108387,,,deals.de,108387,,,N,N,Y,192.166.192.76,Y,DE,Berlin,52.5167/13.4
apews.org,108411,,,apews.org,108411,,,N,N,Y,208.83.212.43,Y,CA,Vaughan,43.8333/-79.5
hdfilm.ro,108574,,,hdfilm.ro,108574,,,N,N,Y,188.213.205.115,Y,RO,None,46.0/25.0
iha.com,108626,,,iha.com,108626,,,N,N,P,78.24.205.245,Y,ZA,None,-29.0/24.0
,,,,,,,,,,,78.24.201.229,N,ZA,None,-29.0/24.0
mh.gob.sv,108700,,,mh.gob.sv,108700,,,N,N,P,190.120.22.163,Y,SV,San Salvador,13.7086/-89.2031
,,,,,,,,,,,200.31.182.13,N,SV,San Salvador,13.7086/-89.2031
mafreebox.free.fr,108722,,,free.fr,331,,,N,N,Y,212.27.38.253,Y,FR,None,48.86/2.35
zootool.com,108728,,,zootool.com,108728,,,N,Y,N,5.153.9.58,N,NL,None,52.5/5.75
lccnet.com.tw,108747,,,lccnet.com.tw,108747,,,N,N,Y,61.219.13.132,Y,TW,None,23.5/121.0
hashcat.net,108808,,,hashcat.net,108808,,,N,N,Y,149.154.152.149,Y,AT,Graz,47.0667/15.45
ubt.com,108815,,,ubt.com,108815,,,N,N,Y,162.40.121.13,Y,US,None,38.0/-97.0
mondinion.com,108825,,,mondinion.com,108825,,,N,N,Y,108.168.206.40,Y,US,Dallas,32.9299/-96.8353
bankwithsterling.com,108840,,,bankwithsterling.com,108840,,,N,N,Y,12.69.145.230,Y,US,None,38.0/-97.0
labour.gov.za,108849,,,labour.gov.za,108849,,,N,N,Y,164.151.129.43,Y,ZA,Pretoria,-25.7069/28.2294
newproxyie.com,108856,,,newproxyie.com,108856,,,N,Y,N,116.255.164.211,N,CN,Taoshan,27.8456/120.4928
thescrapshoppeblog.com,108859,,,thescrapshoppeblog.com,108859,,,N,N,Y,50.63.202.20,Y,US,Scottsdale,33.6119/-111.8906
amuzgari.ir,108884,,,amuzgari.ir,108884,,,N,N,Y,5.9.175.164,Y,DE,None,51.0/9.0
cdnews.com.tw,109028,,,cdnews.com.tw,109028,,,N,Y,N,60.251.100.130,N,TW,None,23.5/121.0
aiwebhost.com,109086,,,aiwebhost.com,109086,,,N,N,Y,46.165.232.85,Y,DE,None,51.0/9.0
serayamotor.com,109167,,,serayamotor.com,109167,,,N,N,Y,192.184.92.113,Y,US,Forsyth,33.0325/-83.8957
airast.org,109186,,,airast.org,109186,,,N,N,Y,67.192.42.36,Y,US,Washington,38.9144/-77.0763
oficinadirecta.com,109214,,,oficinadirecta.com,109214,,,N,N,Y,213.60.206.60,Y,ES,None,40.0/-4.0
7060.com,109243,,,7060.com,109243,,,N,Y,N,123.249.19.59,N,CN,Shenzhen,22.5333/114.1333
,,,,,,,,,,,221.234.43.160,N,CN,Wuhan,30.5801/114.2734
www.freundcontainer.com,,,,freundcontainer.com,109260,,,N,N,P,198.41.247.7,Y,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,198.41.247.6,N,US,San Francisco,37.7697/-122.3933
www.sagawa-sgx.com,,,,sagawa-sgx.com,109320,,,N,N,Y,221.186.147.80,Y,JP,Tokyo,35.685/139.7514
www.imigrasi.go.id,,,,imigrasi.go.id,109330,,,N,N,Y,222.124.200.172,Y,ID,Jakarta,-6.1744/106.8294
www.gandompress.ir,,,,gandompress.ir,109365,,,N,N,Y,185.4.30.21,Y,IR,Gostar,35.4639/48.8763
scorevideos.com,109374,,,scorevideos.com,109374,,,N,N,Y,69.164.25.118,Y,US,Tempe,33.4357/-111.9171
a-ntn.com,109435,,,a-ntn.com,109435,,,N,N,Y,157.7.166.28,Y,JP,None,35.69/139.69
criticue.com,109457,,,criticue.com,109457,,,N,N,Y,50.63.202.15,Y,US,Scottsdale,33.6119/-111.8906
apps-lanka.com,109524,,,apps-lanka.com,109524,,,N,N,P,50.63.202.15,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
imagenparaelfacebook.com,109529,,,imagenparaelfacebook.com,109529,,,Y,N,N,141.101.116.191,N,None,None,47.0/8.0
,,,,,,,,,,,141.101.117.191,N,None,None,47.0/8.0
presta-shop.ir,109533,,,presta-shop.ir,109533,,,N,N,Y,88.198.66.146,Y,DE,None,51.0/9.0
tweetganic.com,109622,,,tweetganic.com,109622,,,N,N,Y,50.63.202.27,Y,US,Scottsdale,33.6119/-111.8906
www.t-a-o.com,,,,t-a-o.com,109647,,,N,N,Y,89.248.208.110,Y,FR,None,48.86/2.35
movielnw69.com,109657,,,movielnw69.com,109657,,,N,N,Y,184.168.221.6,Y,US,Scottsdale,33.6119/-111.8906
www.canstockphoto.es,,,,canstockphoto.es,109679,,,N,N,Y,67.22.102.200,Y,CA,Kelowna,49.8803/-119.5004
www.cotilleando.com,,,,cotilleando.com,109717,,,N,N,Y,198.1.126.65,Y,US,Provo,40.2181/-111.6133
booki.ir,109749,,,booki.ir,109749,,,N,N,P,94.232.171.238,Y,IR,None,32.0/53.0
,,,,,,,,,,,94.232.171.248,N,IR,None,32.0/53.0
,,,,,,,,,,,94.232.171.237,N,IR,None,32.0/53.0
storetorrent.com,109881,,,storetorrent.com,109881,,,N,Y,N,211.157.187.77,N,CN,Beijing,39.9289/116.3883
tarim.gov.tr,109892,,,tarim.gov.tr,109892,,,N,N,Y,212.175.143.147,Y,TR,None,39.0/35.0
mmaaxx.com,109904,,,mmaaxx.com,109904,,,N,N,Y,38.91.109.5,Y,US,None,38.0/-97.0
,,,,,,,,,,,38.91.110.74,Y,US,None,38.0/-97.0
,,,,,,,,,,,38.118.195.117,Y,US,None,38.0/-97.0
downloademail.net,109978,,,downloademail.net,109978,,,N,N,Y,27.0.14.28,Y,VN,None,16.0/106.0
www.filogix.com,,,,filogix.com,109981,,,N,N,Y,216.9.48.59,Y,CA,Burlington,43.3479/-79.7593
zei8.com,110007,,,zei8.com,110007,,,N,Y,N,202.102.85.54,N,CN,Nanjing,32.0617/118.7778
kinobox.co,110008,,,kinobox.co,110008,,,N,N,P,50.63.202.30,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,50.63.202.23,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
jeddah.gov.sa,110018,,,jeddah.gov.sa,110018,,,N,N,Y,84.235.54.158,Y,SA,Riyadh,24.6537/46.7152
taiwankiss.com,110034,,,taiwankiss.com,110034,,,N,Y,N,216.131.83.58,N,US,San Francisco,37.7749/-122.4194
mexiserver.com,110049,,,mexiserver.com,110049,,,N,N,Y,70.38.22.185,Y,CA,Montreal,45.5/-73.5833
goldline.com,110102,,,goldline.com,110102,,,N,N,Y,69.88.133.91,Y,US,Atlanta,33.7516/-84.3915
blogger.com.br,110119,,,blogger.com.br,110119,,,N,Y,N,186.192.90.5,N,BR,None,-10.0/-55.0
www.educ40.net,,,,educ40.net,110139,,,N,N,Y,46.105.105.83,Y,FR,None,48.86/2.35
citasweb.com,110157,,,citasweb.com,110157,,,N,N,Y,190.2.18.90,Y,AR,Buenos Aires,-34.5875/-58.6725
www.alyaseer.gov.sa,,,,alyaseer.gov.sa,110193,,,N,N,Y,212.93.192.99,Y,SA,None,25.0/45.0
ianslive.in,110195,,,ianslive.in,110195,,,N,N,Y,182.18.151.122,Y,IN,None,20.0/77.0
payones.com,110200,,,payones.com,110200,,,N,N,Y,208.68.65.146,Y,US,San Francisco,37.7758/-122.4128
affiliatecommunity.com,110203,,,affiliatecommunity.com,110203,,,N,N,Y,204.246.67.180,Y,US,Eden Prairie,44.8558/-93.4408
brazenwoman.com,110224,,,brazenwoman.com,110224,,,N,N,Y,65.254.248.182,Y,US,Burlington,42.5051/-71.2047
indiemerch.com,110245,,,indiemerch.com,110245,,,N,Y,N,184.73.244.43,N,US,Ashburn,39.0437/-77.4875
mariobadescu.com,110269,,,mariobadescu.com,110269,,,N,N,P,141.101.113.133,Y,None,None,47.0/8.0
,,,,,,,,,,,190.93.242.132,Y,CR,San JosÃ©,9.9333/-84.0833
,,,,,,,,,,,190.93.241.132,Y,CR,San JosÃ©,9.9333/-84.0833
,,,,,,,,,,,190.93.243.132,Y,CR,San JosÃ©,9.9333/-84.0833
,,,,,,,,,,,141.101.112.133,N,None,None,47.0/8.0
queretaro.gob.mx,110299,,,queretaro.gob.mx,110299,,,N,N,P,200.0.0.0,Y,GB,Loughborough,52.7667/-1.2
,,,,,,,,,,,187.210.110.32,N,MX,Santiago de Queretaro,20.6/-100.3833
bucuresti365.ro,110313,,,bucuresti365.ro,110313,,,N,N,Y,83.169.46.194,Y,DE,Host,51.65/6.1833
phongvu.vn,110323,,,phongvu.vn,110323,,,N,N,Y,27.0.12.131,Y,VN,None,16.0/106.0
skiphop.com,110351,,,skiphop.com,110351,,,N,N,Y,204.10.65.28,Y,US,Tampa,27.9178/-82.3799
genuitec.com,110352,,,genuitec.com,110352,,,N,N,Y,209.135.140.128,Y,US,O'Fallon,38.8251/-90.7289
dsbw.ru,110391,,,dsbw.ru,110391,,,N,N,Y,195.96.183.136,Y,RU,None,60.0/100.0
techdiscussion.in,110423,,,techdiscussion.in,110423,,,N,N,Y,173.199.173.35,Y,US,Chicago,41.8745/-87.6503
www.sexobot.com,,,,sexobot.com,110479,,,N,N,Y,173.236.57.230,Y,US,Chicago,41.8876/-87.6368
hry.nic.in,110484,,,hry.nic.in,110484,,,N,N,Y,164.100.148.98,Y,IN,None,20.0/77.0
www.froxlor.org,,,,froxlor.org,110507,,,N,N,Y,109.234.106.48,Y,DE,None,51.0/9.0
4freeproxy.com,110511,,,4freeproxy.com,110511,,,Y,Y,N,108.162.197.81,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,108.162.196.81,N,US,San Francisco,37.7697/-122.3933
mycap.com.br,110543,,,mycap.com.br,110543,,,N,N,Y,200.189.204.65,Y,BR,None,-10.0/-55.0
tu.edu.sa,110555,,,tu.edu.sa,110555,,,N,N,P,212.138.98.20,Y,SA,Ta'if,21.2703/40.4158
,,,,,,,,,,,212.138.96.10,N,SA,Ta'if,21.2703/40.4158
fnb-onlinebankingcenter.com,110583,,,fnb-onlinebankingcenter.com,110583,,,N,N,Y,206.231.88.52,Y,US,None,38.0/-97.0
ssb.it,110602,,,ssb.it,110602,,,N,N,Y,192.106.130.61,Y,IT,None,42.8333/12.8333
www.wikicity.kz,,,,wikicity.kz,110644,,,N,N,Y,91.201.214.153,Y,KZ,Almaty,43.25/76.95
www.mjnet.co.jp,,,,mjnet.co.jp,110646,,,N,N,Y,210.157.255.164,Y,JP,None,35.69/139.69
ylighting.com,110652,,,ylighting.com,110652,,,N,N,Y,54.215.164.133,Y,US,San Jose,37.3394/-121.895
www.hmr.jp,,,,hmr.jp,110689,,,N,N,Y,202.32.114.115,Y,JP,None,35.69/139.69
www.egafd.com,,,,egafd.com,110734,,,N,N,Y,216.131.87.122,Y,US,San Francisco,37.7749/-122.4194
wwbw.com,110745,,,wwbw.com,110745,,,N,N,Y,208.45.129.216,Y,US,Denver,39.7525/-104.9995
www.sangkrit.net,,,,sangkrit.net,110767,,,N,N,Y,118.139.175.28,Y,SG,None,1.3667/103.8
www.20jack.com,,,,20jack.com,110796,,,N,Y,N,206.108.51.10,N,US,Sarasota,27.2187/-82.471
rcinet.ca,110908,,,rcinet.ca,110908,,,N,Y,N,159.33.94.10,N,CA,Ottawa,45.399/-75.7304
www.rigassatiksme.lv,,,,rigassatiksme.lv,110960,,,N,N,Y,92.240.80.72,Y,LV,None,57.0/25.0
goldenrule.com,110983,,,goldenrule.com,110983,,,N,N,Y,12.192.23.196,Y,US,Zionsville,39.9831/-86.2876
www.regalador.com,,,,regalador.com,111039,,,N,N,P,54.194.102.239,Y,IE,Dublin,53.3331/-6.2489
,,,,,,,,,,,54.229.134.15,N,IE,None,53.0/-8.0
www.mobilekarma.com,,,,mobilekarma.com,111108,,,N,N,Y,68.171.165.103,Y,US,Lawrenceville,34.0091/-84.0088
elnarcotube.com,111113,,,elnarcotube.com,111113,,,N,N,Y,206.190.132.20,Y,US,Providence,41.6929/-111.8147
www.friendmatrix.co,,,,friendmatrix.co,111139,,,N,N,Y,50.56.53.48,Y,US,San Antonio,29.4889/-98.3987
bordeaux.fr,111155,,,bordeaux.fr,111155,,,N,N,Y,194.51.149.111,Y,FR,None,48.86/2.35
smesauda.com,111180,,,smesauda.com,111180,,,N,N,Y,182.18.181.197,Y,IN,None,20.0/77.0
gazete2023.com,111210,,,gazete2023.com,111210,,,N,Y,N,85.153.47.5,N,TR,Sanayi,36.9031/30.6991
readyforzero.com,111221,,,readyforzero.com,111221,,,N,N,Y,54.236.182.62,Y,US,Ashburn,39.0437/-77.4875
5d3a.com,111261,,,5d3a.com,111261,,,N,N,P,50.63.202.18,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.32.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
itau.com.py,111328,,,itau.com.py,111328,,,N,N,Y,200.12.146.21,Y,PY,Fernando de la Mora,-25.3167/-57.6
www.demoreach.org,,,,demoreach.org,111354,,,N,N,Y,54.250.211.50,Y,JP,Tokyo,35.685/139.7514
,,,,,,,,,,,54.238.228.218,Y,JP,Tokyo,35.685/139.7514
jul-collection.com,111356,,,jul-collection.com,111356,,,N,N,Y,91.231.84.106,Y,UA,None,49.0/32.0
availity.com,111358,,,availity.com,111358,,,N,N,Y,199.116.188.10,Y,US,Jacksonville,30.1796/-81.5182
sendyouropinions.com,111362,,,sendyouropinions.com,111362,,,N,N,Y,206.126.160.109,Y,US,Ogden,41.1544/-111.9796
sjshu.com,111380,,,sjshu.com,111380,,,N,Y,N,117.21.174.92,N,CN,Nanchang,28.55/115.9333
win8e.com,111397,,,win8e.com,111397,,,N,Y,N,211.149.169.92,N,CN,Chengdu,30.6667/104.0667
www.fda.gov.tw,,,,fda.gov.tw,111405,,,N,N,Y,210.69.111.1,Y,TW,Taipei,25.0392/121.525
raiolanetworks.es,111411,,,raiolanetworks.es,111411,,,N,N,Y,46.4.33.100,Y,DE,None,51.0/9.0
freesafeip.com,111412,,,freesafeip.com,111412,,,N,Y,N,198.41.249.223,N,US,San Francisco,37.7697/-122.3933
,,,,,,,,,,,162.159.251.223,N,US,San Francisco,37.7697/-122.3933
cessionpme.com,111415,,,cessionpme.com,111415,,,N,N,Y,37.59.179.116,Y,FR,None,48.86/2.35
grinnell.edu,111478,,,grinnell.edu,111478,,,N,N,P,132.161.131.18,Y,US,Grinnell,41.7217/-92.7176
,,,,,,,,,,,132.161.131.3,N,US,Grinnell,41.7217/-92.7176
,,,,,,,,,,,132.161.131.4,N,US,Grinnell,41.7217/-92.7176
,,,,,,,,,,,132.161.131.6,N,US,Grinnell,41.7217/-92.7176
friendo.com.tw,111499,,,friendo.com.tw,111499,,,N,N,Y,210.242.9.11,Y,TW,None,23.5/121.0
www.c-pon.com,,,,c-pon.com,111502,,,N,N,Y,118.151.191.184,Y,JP,None,35.69/139.69
annelutfen.com,111504,,,annelutfen.com,111504,,,N,N,Y,188.132.228.28,Y,TR,Sanayi,36.9031/30.6991
karadanote.jp,111540,,,karadanote.jp,111540,,,N,N,Y,175.45.136.64,Y,JP,None,35.69/139.69
youporn.com.bz,111546,,,youporn.com.bz,111546,,,N,Y,N,192.95.16.130,N,US,Newark,40.7355/-74.1741
sprdealerservices.com,111575,,,sprdealerservices.com,111575,,,N,N,Y,65.198.237.12,Y,US,None,38.0/-97.0
albanian.tv,111586,,,albanian.tv,111586,,,N,N,Y,46.4.93.132,Y,DE,None,51.0/9.0
ingos.ru,111637,,,ingos.ru,111637,,,N,N,Y,195.245.206.7,Y,RU,None,60.0/100.0
www.enzex.com,,,,enzex.com,111678,,,N,N,Y,85.253.53.227,Y,EE,Tallinn,59.4339/24.7281
adfonic.com,111687,,,adfonic.com,111687,,,N,N,Y,5.79.11.57,Y,GB,None,51.5/-0.13
bradleybohmer.com,111694,,,bradleybohmer.com,111694,,,N,N,Y,97.79.236.99,Y,US,None,38.0/-97.0
topchinesenews.com,111747,,,topchinesenews.com,111747,,,N,Y,Y,72.29.96.203,Y,US,St Louis,38.6143/-90.4444
makezmoneyonline.com,111820,,,makezmoneyonline.com,111820,,,N,N,Y,97.79.239.135,Y,US,None,38.0/-97.0
www.primericaonline.com,,,,primericaonline.com,111831,,,N,N,Y,74.123.238.176,Y,US,Duluth,33.9595/-84.105
gotoip4.com,111837,,,gotoip4.com,111837,,,N,N,Y,1.2.3.4,Y,AU,None,-27.0/133.0
www.prhwy.com,,,,prhwy.com,111884,,,N,N,Y,66.119.8.177,Y,US,Strafford,37.2855/-93.0909
fj3.com,111897,,,fj3.com,111897,,,N,N,Y,50.63.202.90,Y,US,Scottsdale,33.6119/-111.8906
sa.edu.au,111924,,,sa.edu.au,111924,,,N,N,Y,143.92.1.65,Y,AU,Adelaide,-34.9269/138.6
bondable.com,111928,,,bondable.com,111928,,,N,N,Y,184.168.221.11,Y,US,Scottsdale,33.6119/-111.8906
www.clubafricain.com,,,,clubafricain.com,111951,,,N,N,Y,41.226.27.210,Y,TN,None,34.0/9.0
www.intv.pl,,,,intv.pl,111961,,,N,N,Y,212.191.130.131,Y,PL,ÅÃ³dÅº,51.75/19.4667
blueshiftindia.com,111964,,,blueshiftindia.com,111964,,,N,N,Y,182.18.150.23,Y,IN,None,20.0/77.0
dinkypage.com,111980,,,dinkypage.com,111980,,,N,Y,N,137.135.15.176,N,US,None,38.0/-97.0
palacemoon.com,112032,,,palacemoon.com,112032,,,N,Y,N,72.20.18.52,N,US,Fullerton,33.8682/-117.9293
topentry.info,112057,,,topentry.info,112057,,,N,N,Y,209.212.153.240,Y,US,Arlington Heights,42.0643/-87.9921
minx.cc,112088,,,minx.cc,112088,,,N,N,Y,174.37.121.45,Y,US,Dallas,32.9299/-96.8353
imagepool.in,112118,,,imagepool.in,112118,,,N,N,Y,37.49.224.52,Y,NL,None,52.5/5.75
tl-lincoln.net,112129,,,tl-lincoln.net,112129,,,N,N,Y,114.31.81.129,Y,JP,Tokyo,35.685/139.7514
infokost.net,112147,,,infokost.net,112147,,,N,N,Y,103.26.101.75,Y,ID,None,-5.0/120.0
nachtfalke.biz,112166,,,nachtfalke.biz,112166,,,N,N,Y,46.45.182.145,Y,TR,None,39.0/35.0
global1.com.au,112183,,,global1.com.au,112183,,,N,N,Y,54.251.151.150,Y,SG,None,1.3667/103.8
www.pabo.be,,,,pabo.be,112294,,,N,N,Y,137.135.241.219,Y,US,None,38.0/-97.0
www.glaad.org,,,,glaad.org,112315,,,N,N,Y,173.203.62.250,Y,US,San Antonio,29.4889/-98.3987
semcamisinha.com,112318,,,semcamisinha.com,112318,,,N,Y,N,66.23.235.10,N,US,Secaucus,40.7801/-74.0633
www.pincody.com,,,,pincody.com,112337,,,N,N,Y,50.22.196.193,Y,US,Dallas,32.9299/-96.8353
www.hostaccount.com,,,,hostaccount.com,112391,,,N,N,Y,216.166.12.130,Y,US,Herndon,38.9266/-77.3936
melastikbintang.com,112419,,,melastikbintang.com,112419,,,N,N,Y,202.75.53.146,Y,MY,None,2.5/112.5
www.forward-to-friend1.com,,,,forward-to-friend1.com,112474,,,N,N,Y,184.173.175.193,Y,US,Houston,29.7523/-95.367
www.whservidor.com,,,,whservidor.com,112517,,,N,N,Y,200.98.195.195,Y,BR,None,-10.0/-55.0
intekom.co.za,112546,,,intekom.co.za,112546,,,N,N,Y,196.25.69.14,Y,ZA,None,-29.0/24.0
www.dhm.de,,,,dhm.de,112575,,,N,N,Y,194.94.40.10,Y,DE,None,51.0/9.0
www.howsociable.com,,,,howsociable.com,112576,,,N,N,P,107.22.234.17,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,184.73.171.204,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,184.73.165.65,Y,US,Ashburn,39.0437/-77.4875
,,,,,,,,,,,50.16.215.20,N,US,Ashburn,39.0437/-77.4875
mvxz.com,112590,,,mvxz.com,112590,,,N,N,Y,184.168.221.91,Y,US,Scottsdale,33.6119/-111.8906
casaevideo.com.br,112665,,,casaevideo.com.br,112665,,,N,N,Y,54.208.196.100,Y,US,Ashburn,39.0437/-77.4875
govidin.com,112773,,,govidin.com,112773,,,N,N,P,50.63.202.17,Y,US,Scottsdale,33.6119/-111.8906
,,,,,,,,,,,216.239.34.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.36.21,N,US,Mountain View,37.4192/-122.0574
,,,,,,,,,,,216.239.38.21,N,US,Mountain View,37.4192/-122.0574
mymobile.co.in,112775,,,mymobile.co.in,112775,,,N,N,Y,182.18.175.160,Y,IN,None,20.0/77.0
flatspot.com,112779,,,flatspot.com,112779,,,N,N,Y,184.168.221.4,Y,US,Scottsdale,33.6119/-111.8906
www.pages04.net,,,,pages04.net,112801,,,N,N,Y,74.121.50.47,Y,US,Atlanta,33.871/-84.4635
uhone.com,112879,,,uhone.com,112879,,,N,N,Y,12.192.23.217,Y,US,Zionsville,39.9831/-86.2876
www.adunblock.com,,,,adunblock.com,112893,,,N,N,Y,92.243.30.248,Y,FR,None,48.86/2.35
social-consciousness.com,112905,,,social-consciousness.com,112905,,,N,N,Y,50.63.202.21,Y,US,Scottsdale,33.6119/-111.8906
futebol.com,112936,,,futebol.com,112936,,,N,N,Y,178.33.21.150,Y,FR,None,48.86/2.35
3l87.com,112942,,,3l87.com,112942,,,N,Y,N,192.254.232.241,N,US,Houston,29.8301/-95.4739
gsrtc.in,112972,,,gsrtc.in,112972,,,N,N,Y,121.241.249.1,Y,IN,None,20.0/77.0
eroute.ca,112983,,,eroute.ca,112983,,,N,N,Y,209.167.63.66,Y,CA,Toronto,43.6525/-79.3686
peacehall.com,113002,,,peacehall.com,113002,,,Y,Y,Y,154.35.164.8,Y,US,None,38.0/-97.0
nippon.com,113024,,,nippon.com,113024,,,N,N,Y,49.212.101.118,Y,JP,Osaka,34.6864/135.52
ullet.com,113033,,,ullet.com,113033,,,N,N,Y,114.31.87.137,Y,JP,Tokyo,35.685/139.7514
covertbrowsing.com,113046,,,covertbrowsing.com,113046,,,N,Y,N,72.15.229.181,N,US,Tampa,27.9475/-82.4584
www.oregonscientific.com,,,,oregonscientific.com,113084,,,N,N,Y,23.58.227.68,Y,US,Cambridge,42.3626/-71.0843
www.vola.ro,,,,vola.ro,113099,,,N,N,Y,5.35.210.36,Y,RO,None,46.0/25.0
webshad.com,113101,,,webshad.com,113101,,,N,N,Y,5.9.175.164,Y,DE,None,51.0/9.0
rvt.com,113166,,,rvt.com,113166,,,N,N,Y,184.106.9.39,Y,US,San Antonio,29.4889/-98.3987
lander.edu,113181,,,lander.edu,113181,,,N,N,Y,205.153.62.28,Y,US,Greenwood,34.2475/-82.147
,,,,,,,,,,,205.153.62.2,Y,US,Greenwood,34.2475/-82.147
,,,,,,,,,,,205.153.62.45,Y,US,Greenwood,34.2475/-82.147
,,,,,,,,,,,205.153.62.6,Y,US,Greenwood,34.2475/-82.147
terasoft.lt,113257,,,terasoft.lt,113257,,,N,N,Y,81.16.232.111,Y,LT,None,56.0/24.0
staxtes.com,113334,,,staxtes.com,113334,,,N,N,Y,74.54.22.90,Y,US,Houston,29.7523/-95.367
www.htkulup.com,,,,htkulup.com,113344,,,N,N,Y,92.45.106.136,Y,TR,None,39.0/35.0
,,,,,,,,,,,92.45.106.135,Y,TR,None,39.0/35.0
www.tipo.gov.tw,,,,tipo.gov.tw,113345,,,N,N,Y,210.69.13.60,Y,TW,Taipei,25.0392/121.525
erohd.com,113350,,,erohd.com,113350,,,N,N,Y,95.211.162.247,Y,NL,Amsterdam,52.35/4.9167
do.co.za,113399,,,do.co.za,113399,,,N,N,Y,198.54.207.191,Y,ZA,None,-29.0/24.0
goldenfeed.com,113503,,,goldenfeed.com,113503,,,N,N,Y,184.168.221.70,Y,US,Scottsdale,33.6119/-111.8906
paypalsucks.com,113553,,,paypalsucks.com,113553,,,N,N,P,199.83.129.248,Y,US,Los Angeles,34.0522/-118.2437
,,,,,,,,,,,199.83.131.215,N,US,Dover,39.1588/-75.4941
segob.gob.mx,113556,,,segob.gob.mx,113556,,,N,N,Y,201.159.134.94,Y,MX,Mexico City,19.4342/-99.1386
enriquevazquez.biz,113565,,,enriquevazquez.biz,113565,,,N,N,Y,199.116.251.26,Y,US,Schertz,29.5892/-98.2939
freeweibo.com,113577,,,freeweibo.com,113577,,,Y,Y,N,174.129.202.38,N,US,Ashburn,39.0437/-77.4875
